Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A,Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid,NIH_Food_Group
Monterey Jack,Dairy,746.0,373.0,68.0,89.0,3.0,30.0,0.0,18.0,72.0,27.0,88.0,68.0,0.0,0.0,0.0,444.0,9.0,81.0,24.0,19.0,15.0,600.0,,769.0,198.0,2.0,83.0,39.0,9.0,21.0,8.0,0.0,3.0,15.0,,86.0,15.0,23.0,2.0,1.0,64.0,13.0,,5.0,87.0,32.0,16.0,6.0,26.0,25.0,,,,,,,,Dairy
Muenster cheese,Dairy,717.0,368.0,11.0,96.0,3.0,30.0,0.0,12.0,41.0,27.0,87.0,11.0,0.0,0.0,0.0,468.0,66.0,134.0,23.0,19.0,15.0,628.0,,1012.0,298.0,1.0,15.0,32.0,1.0,19.0,6.0,0.0,28.0,15.0,,83.0,11.0,23.0,21.0,1.0,57.0,12.0,,11.0,89.0,33.0,15.0,6.0,26.0,25.0,,,,,,,,Dairy
Neufchâtel cheese,Dairy,117.0,253.0,36.0,74.0,3.0,23.0,0.0,14.0,13.0,10.0,58.0,36.0,,,,138.0,97.0,152.0,92.0,13.0,3.0,334.0,,841.0,241.0,2.0,3.0,16.0,21.0,58.0,4.0,0.0,82.0,,0.0,27.0,5.0,1.0,88.0,1.0,29.0,45.0,5.0,32.0,36.0,11.0,61.0,,4.0,17.0,12.0,0.0,0.0,,,,,Dairy
Port Salut,Dairy,650.0,352.0,57.0,123.0,2.0,28.0,0.0,18.0,43.0,24.0,93.0,57.0,0.0,0.0,0.0,360.0,73.0,136.0,24.0,17.0,15.0,534.0,,1092.0,315.0,1.0,15.0,24.0,6.0,21.0,5.0,0.0,26.0,15.0,,69.0,14.0,25.0,2.0,1.0,73.0,13.0,,57.0,88.0,34.0,17.0,5.0,24.0,24.0,,,,,,,,Dairy
Provolone,Dairy,756.0,351.0,21.0,69.0,3.0,27.0,0.0,10.0,52.0,28.0,74.0,21.0,0.0,0.0,0.0,496.0,77.0,138.0,26.0,17.0,15.0,876.0,,880.0,236.0,2.0,15.0,32.0,16.0,48.0,7.0,0.0,32.0,15.0,,11.0,11.0,23.0,26.0,1.0,69.0,13.0,,56.0,98.0,35.0,16.0,5.0,23.0,22.0,,,,,,,,Dairy
Ricotta,Dairy,207.0,174.0,3.0,51.0,2.0,13.0,0.0,12.0,38.0,11.0,36.0,3.0,0.0,0.0,0.0,158.0,39.0,105.0,11.0,83.0,15.0,84.0,,445.0,120.0,1.0,34.0,2.0,1.0,21.0,4.0,0.0,12.0,18.0,,46.0,59.0,12.0,13.0,1.0,28.0,56.0,,27.0,52.0,13.0,69.0,2.0,11.0,11.0,,,,,,,,Dairy
Romano cheese,Dairy,1064.0,387.0,36.0,104.0,3.0,27.0,0.0,7.0,77.0,41.0,78.0,36.0,0.0,0.0,0.0,760.0,59.0,86.0,32.0,17.0,15.0,1433.0,,415.0,96.0,4.0,11.0,37.0,8.0,42.0,9.0,0.0,26.0,15.0,,12.0,17.0,31.0,29.0,2.0,85.0,17.0,,73.0,12.0,43.0,22.0,5.0,23.0,22.0,,,,,,,,Dairy
Roquefort,Dairy,662.0,369.0,2.0,90.0,3.0,31.0,0.0,49.0,56.0,30.0,85.0,2.0,,,,392.0,13.0,91.0,22.0,19.0,15.0,1809.0,,1047.0,294.0,4.0,64.0,59.0,73.0,17.0,12.0,0.0,21.0,,,6.0,12.0,21.0,18.0,3.0,56.0,1.0,,,97.0,3.0,16.0,,,,,,,,,,,Dairy
Swiss cheese,Dairy,890.0,393.0,14.0,93.0,5.0,31.0,0.0,10.0,13.0,33.0,8.0,14.0,0.0,2.0,0.0,574.0,13.0,72.0,27.0,18.0,30.0,187.0,99.0,1047.0,288.0,1.0,31.0,3.0,6.0,35.0,7.0,0.0,44.0,16.0,0.0,11.0,15.0,3.0,26.0,3.0,78.0,17.0,,0.0,1.0,4.0,21.0,0.0,6.0,14.0,13.0,1.0,0.0,0.0,3.0,73.0,,Dairy
Tilsit cheese,Dairy,700.0,340.0,19.0,102.0,3.0,26.0,0.0,20.0,23.0,13.0,71.0,19.0,0.0,0.0,0.0,500.0,72.0,65.0,24.0,17.0,15.0,753.0,,1045.0,249.0,6.0,21.0,36.0,21.0,35.0,7.0,0.0,35.0,,,7.0,15.0,25.0,2.0,1.0,75.0,14.0,,,9.0,35.0,18.0,,,,,,,,,,,Dairy
Whipped cream,Dairy,101.0,257.0,12.0,76.0,1.0,22.0,0.0,3.0,5.0,11.0,64.0,12.0,0.0,0.0,0.0,89.0,83.0,147.0,32.0,14.0,14.0,8.0,,685.0,188.0,4.0,29.0,7.0,7.0,31.0,4.0,0.0,37.0,17.0,,9.0,19.0,31.0,25.0,0.0,8.0,15.0,,8.0,14.0,5.0,21.0,4.0,64.0,19.0,,,,,,,,Dairy
Eggnog,Dairy,130.0,88.0,81.0,59.0,1.0,42.0,0.0,1.0,2.0,19.0,13.0,81.0,0.0,0.0,0.0,109.0,2.0,165.0,46.0,26.0,42.0,54.0,,206.0,59.0,3.0,45.0,19.0,11.0,42.0,5.0,15.0,46.0,52.0,4.0,11.0,24.0,38.0,26.0,1.0,12.0,23.0,,81.0,2.0,9.0,29.0,12.0,21.0,3.0,,,,,,,,Dairy
Milk,Dairy,125.0,42.0,5.0,5.0,1.0,97.0,0.0,5.0,3.0,11.0,28.0,5.0,0.0,0.0,0.0,95.0,4.0,150.0,34.0,63.0,33.0,44.0,,196.0,58.0,2.0,47.0,19.0,9.0,36.0,4.0,0.0,42.0,18.0,0.0,1.0,17.0,32.0,28.0,0.0,9.0,17.0,,52.0,14.0,4.0,22.0,12.0,1.0,1.0,0.0,,,,,3.0,,Dairy
Buttermilk,Dairy,116.0,40.0,48.0,4.0,1.0,88.0,0.0,5.0,5.0,11.0,25.0,48.0,0.0,0.0,0.0,89.0,3.0,151.0,33.0,55.0,2.0,190.0,,47.0,14.0,3.0,22.0,15.0,6.0,28.0,3.0,1.0,42.0,18.0,,1.0,17.0,31.0,28.0,0.0,9.0,17.0,,48.0,14.0,4.0,22.0,0.0,5.0,1.0,,,,,,,,Dairy
Condensed milk,Dairy,284.0,321.0,54.0,34.0,2.0,87.0,0.0,11.0,19.0,26.0,24.0,54.0,0.0,0.0,0.0,253.0,34.0,371.0,79.0,55.0,15.0,127.0,,267.0,74.0,9.0,44.0,42.0,21.0,75.0,5.0,26.0,94.0,89.0,,21.0,48.0,78.0,63.0,1.0,2.0,38.0,,54.0,36.0,11.0,53.0,2.0,16.0,6.0,,,,,,,,Dairy
Chocolate milk,Dairy,112.0,83.0,10.0,12.0,7.0,34.0,8.0,5.0,24.0,13.0,99.0,95.0,0.0,0.0,0.0,101.0,12.0,167.0,32.0,21.0,19.0,60.0,,98.0,27.0,4.0,33.0,16.0,13.0,3.0,4.0,9.0,41.0,17.0,,1.0,16.0,3.0,27.0,8.0,8.0,16.0,,95.0,14.0,4.0,21.0,13.0,7.0,3.0,,,,,,,,Dairy
Hot chocolate,Dairy,114.0,77.0,11.0,8.0,1.0,23.0,1.0,5.0,42.0,23.0,68.0,97.0,0.0,0.0,0.0,105.0,8.0,197.0,35.0,14.0,27.0,44.0,8.0,176.0,51.0,4.0,49.0,18.0,13.0,33.0,4.0,2.0,63.0,16.0,1.0,7.0,17.0,31.0,22.0,1.0,8.0,15.0,,97.0,1.0,4.0,2.0,11.0,3.0,2.0,,,,,,,,Dairy
Goat milk,Dairy,134.0,69.0,45.0,11.0,5.0,41.0,0.0,1.0,5.0,14.0,11.0,45.0,0.0,0.0,0.0,111.0,15.0,204.0,36.0,27.0,14.0,50.0,,198.0,57.0,5.0,7.0,14.0,28.0,31.0,5.0,13.0,3.0,16.0,,9.0,21.0,31.0,29.0,2.0,8.0,16.0,,45.0,16.0,4.0,24.0,13.0,7.0,3.0,,,,,,,,Dairy
Milkshake,Dairy,146.0,112.0,18.0,12.0,5.0,3.0,0.0,7.0,1.0,12.0,88.0,18.0,0.0,0.0,0.0,115.0,11.0,183.0,39.0,19.0,23.0,95.0,,91.0,25.0,3.0,52.0,2.0,15.0,37.0,4.0,0.0,39.0,14.0,,11.0,23.0,38.0,31.0,1.0,1.0,19.0,,18.0,17.0,5.0,26.0,12.0,5.0,2.0,,,,,,,,Dairy
Whey,Dairy,47.0,27.0,51.0,2.0,0.0,36.0,0.0,1.0,6.0,8.0,1.0,51.0,0.0,0.0,0.0,46.0,1.0,161.0,85.0,23.0,19.0,54.0,,12.0,3.0,4.0,28.0,16.0,7.0,38.0,3.0,1.0,13.0,16.0,,2.0,5.0,8.0,7.0,0.0,2.0,3.0,,51.0,5.0,1.0,5.0,,0.0,0.0,,,,,,,,Dairy
Egg white,Dairy,7.0,52.0,73.0,0.0,2.0,17.0,0.0,4.0,8.0,11.0,0.0,73.0,0.0,0.0,0.0,15.0,0.0,163.0,11.0,0.0,20.0,166.0,,0.0,0.0,0.0,9.0,44.0,11.0,19.0,1.0,0.0,3.0,11.0,7.0,29.0,66.0,1.0,81.0,1.0,4.0,69.0,,71.0,45.0,13.0,81.0,0.0,0.0,0.0,,,,,,,,Dairy
Yolk,Dairy,129.0,322.0,36.0,1085.0,8.0,27.0,0.0,146.0,27.0,5.0,12.0,36.0,11.0,0.0,1.0,390.0,42.0,109.0,16.0,96.0,56.0,48.0,,1442.0,381.0,18.0,2.0,53.0,2.0,3.0,35.0,0.0,23.0,820.0,7.0,42.0,87.0,14.0,12.0,6.0,38.0,68.0,,56.0,69.0,18.0,95.0,54.0,26.0,7.0,,,,,,,,Dairy
Egg,Dairy,50.0,155.0,11.0,373.0,2.0,11.0,0.0,44.0,12.0,10.0,41.0,11.0,4.0,0.0,1.0,172.0,14.0,126.0,13.0,33.0,31.0,124.0,,520.0,149.0,7.0,11.0,51.0,6.0,14.0,12.0,0.0,11.0,294.0,,3.0,69.0,11.0,9.0,3.0,39.0,67.0,,11.0,6.0,15.0,77.0,22.0,1.0,3.0,,,,,,,,Dairy
Omelette,Dairy,48.0,154.0,64.0,313.0,6.0,12.0,0.0,39.0,15.0,11.0,48.0,64.0,5.0,1.0,0.0,167.0,27.0,117.0,11.0,33.0,26.0,155.0,71.0,617.0,172.0,3.0,76.0,39.0,6.0,13.0,14.0,0.0,11.0,248.0,0.0,26.0,57.0,91.0,77.0,2.0,32.0,57.0,,31.0,47.0,14.0,72.0,17.0,13.0,45.0,,2.0,,,,,,Dairy
Duck egg,Dairy,64.0,185.0,15.0,884.0,6.0,14.0,0.0,80.0,39.0,17.0,65.0,15.0,0.0,0.0,0.0,220.0,12.0,222.0,13.0,37.0,36.0,146.0,,674.0,194.0,16.0,54.0,4.0,2.0,19.0,25.0,0.0,14.0,263.0,,32.0,6.0,11.0,95.0,4.0,58.0,84.0,,93.0,74.0,26.0,89.0,17.0,13.0,4.0,,,,,,,,Dairy
Goose egg,Dairy,60.0,185.0,14.0,852.0,6.0,13.0,0.0,76.0,36.0,16.0,57.0,14.0,0.0,0.0,0.0,208.0,17.0,210.0,14.0,36.0,37.0,138.0,,650.0,187.0,15.0,51.0,38.0,19.0,18.0,24.0,0.0,13.0,263.0,,35.0,65.0,12.0,1.0,4.0,62.0,91.0,,94.0,8.0,28.0,96.0,17.0,13.0,4.0,,,,,,,,Dairy
Quail egg,Dairy,64.0,158.0,41.0,844.0,6.0,11.0,0.0,66.0,37.0,13.0,43.0,41.0,0.0,0.0,0.0,226.0,13.0,132.0,13.0,36.0,32.0,141.0,,543.0,156.0,13.0,16.0,79.0,15.0,18.0,15.0,0.0,15.0,263.0,,32.0,82.0,11.0,88.0,4.0,42.0,74.0,,4.0,64.0,21.0,94.0,14.0,11.0,3.0,,,,,,,,Dairy
Turkey egg,Dairy,99.0,171.0,12.0,933.0,6.0,12.0,0.0,71.0,41.0,13.0,46.0,12.0,,,,170.0,17.0,142.0,14.0,36.0,34.0,151.0,,554.0,166.0,11.0,17.0,47.0,2.0,19.0,13.0,0.0,16.0,,,33.0,86.0,12.0,92.0,4.0,44.0,77.0,,,67.0,22.0,99.0,,,,,,,,,,,Dairy
Butter,Dairy,24.0,717.0,6.0,215.0,2.0,81.0,0.0,3.0,2.0,2.0,23.0,6.0,0.0,0.0,0.0,24.0,3.0,24.0,85.0,50.0,1.0,11.0,,2499.0,684.0,1.0,17.0,3.0,4.0,11.0,0.0,0.0,9.0,19.0,,2.0,5.0,8.0,7.0,0.0,2.0,4.0,,6.0,4.0,1.0,6.0,0.0,23.0,7.0,32.0,,,,,22.0,,Dairy
Goat cheese,Dairy,298.0,364.0,12.0,79.0,56.0,30.0,0.0,2.0,16.0,29.0,68.0,12.0,0.0,0.0,0.0,375.0,71.0,158.0,22.0,21.0,38.0,415.0,,1464.0,407.0,7.0,22.0,68.0,11.0,19.0,6.0,0.0,66.0,15.0,,59.0,89.0,19.0,15.0,9.0,58.0,86.0,,12.0,81.0,23.0,15.0,5.0,26.0,25.0,,,,,,,,Dairy
Mexican Cheese queso chihuahua,Dairy,651.0,374.0,56.0,105.0,2.0,30.0,0.0,2.0,47.0,23.0,84.0,56.0,0.0,0.0,0.0,442.0,89.0,52.0,22.0,19.0,15.0,617.0,,193.0,56.0,2.0,1.0,23.0,15.0,28.0,6.0,0.0,35.0,15.0,,6.0,11.0,2.0,15.0,7.0,61.0,1.0,,56.0,82.0,2.0,13.0,5.0,26.0,25.0,,,,,,,,Dairy
Sour cream,Dairy,141.0,181.0,7.0,35.0,1.0,14.0,0.0,11.0,6.0,11.0,41.0,7.0,0.0,0.0,0.0,85.0,5.0,211.0,7.0,87.0,41.0,70.0,,436.0,119.0,4.0,3.0,24.0,7.0,,2.0,9.0,27.0,19.0,,,,,,,,,,3.0,,,,3.0,4.0,7.0,,,,,,,,Dairy
Parmigiano-Reggiano,Dairy,1109.0,265.0,14.0,88.0,24.0,20.0,0.0,10.0,9.0,38.0,61.0,14.0,0.0,0.0,0.0,729.0,46.0,125.0,20.0,13.0,18.0,1529.0,,605.0,160.0,3.0,23.0,49.0,11.0,33.0,5.0,0.0,39.0,21.0,,75.0,12.0,3.0,25.0,9.0,37.0,16.0,,0.0,15.0,24.0,15.0,4.0,17.0,17.0,,,,,,,,Dairy
Powdered milk,Dairy,912.0,496.0,38.0,97.0,8.0,27.0,0.0,37.0,47.0,85.0,79.0,38.0,0.0,0.0,0.0,776.0,67.0,1330.0,26.0,17.0,16.0,371.0,,934.0,258.0,28.0,33.0,12.0,65.0,23.0,3.0,86.0,33.0,117.0,,71.0,16.0,26.0,21.0,4.0,66.0,13.0,,38.0,12.0,37.0,18.0,5.0,58.0,22.0,,,,,,,,Dairy
Dulce de Leche,Dairy,251.0,315.0,55.0,29.0,0.0,74.0,0.0,11.0,17.0,22.0,21.0,55.0,0.0,1.0,0.0,193.0,38.0,350.0,68.0,45.0,27.0,129.0,36.0,267.0,74.0,2.0,31.0,41.0,21.0,84.0,2.0,26.0,79.0,89.0,32.0,,,,,0.0,,,,50.0,,,,2.0,2.0,13.0,5.0,0.0,0.0,0.0,1.0,13.0,,Dairy
Soft serve,Dairy,131.0,222.0,22.0,91.0,3.0,13.0,7.0,9.0,21.0,12.0,35.0,22.0,0.0,0.0,0.0,116.0,46.0,177.0,41.0,75.0,3.0,61.0,,589.0,162.0,5.0,5.0,18.0,1.0,51.0,5.0,8.0,52.0,26.0,,1.0,22.0,35.0,3.0,1.0,9.0,18.0,,21.0,17.0,5.0,24.0,7.0,61.0,9.0,,,,,,,,Dairy
Ice cream sandwich,Dairy,86.0,237.0,37.0,21.0,25.0,86.0,0.0,34.0,26.0,29.0,27.0,37.0,0.0,0.0,0.0,72.0,23.0,115.0,43.0,23.0,31.0,129.0,,286.0,86.0,11.0,5.0,15.0,16.0,21.0,3.0,0.0,6.0,8.0,,,,,,38.0,,,,19.0,,,,0.0,4.0,13.0,,,,,,,,Dairy
American cheese,Dairy,1045.0,371.0,37.0,100.0,5.0,32.0,0.0,8.0,63.0,26.0,82.0,37.0,1.0,2.0,1.0,641.0,13.0,132.0,18.0,18.0,20.0,1671.0,11.0,945.0,250.0,2.0,15.0,23.0,8.0,4.0,5.0,0.0,25.0,36.0,0.0,55.0,94.0,17.0,15.0,4.0,48.0,94.0,,23.0,77.0,23.0,12.0,6.0,8.0,26.0,14.0,1.0,0.0,0.0,3.0,79.0,,Dairy
Yogurt,Dairy,110.0,59.0,36.0,5.0,2.0,39.0,0.0,7.0,7.0,11.0,5.0,36.0,0.0,0.0,0.0,135.0,1.0,141.0,10.0,12.0,97.0,36.0,1.0,4.0,1.0,2.0,75.0,28.0,21.0,33.0,6.0,0.0,52.0,15.0,0.0,,,,,1.0,,,,32.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Dairy
Cotija cheese,Dairy,800.0,366.0,4.0,100.0,24.0,30.0,0.0,10.0,0.0,38.0,83.0,4.0,0.0,0.0,0.0,729.0,12.0,125.0,20.0,18.0,18.0,1400.0,0.0,865.0,229.0,3.0,23.0,49.0,11.0,,5.0,0.0,39.0,15.0,,,,,,,,,,0.0,,,,5.0,25.0,19.0,,,,,,,,Dairy
Kefir,Dairy,130.0,41.0,45.0,5.0,1.0,93.0,0.0,13.0,4.0,12.0,31.0,45.0,0.0,0.0,0.0,105.0,5.0,164.0,38.0,66.0,36.0,40.0,4.0,569.0,171.0,3.0,29.0,14.0,15.0,39.0,6.0,2.0,46.0,15.0,0.0,,,,,1.0,,,,46.0,,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,Dairy
Greek yogurt,Dairy,100.0,97.0,4.0,13.0,2.0,5.0,0.0,5.0,0.0,11.0,21.0,4.0,0.0,0.0,0.0,135.0,47.0,141.0,9.0,24.0,97.0,35.0,0.0,15.0,2.0,2.0,75.0,28.0,21.0,33.0,6.0,0.0,52.0,15.0,,,,,,1.0,,,,4.0,,,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,,Dairy
Ice cream sundae cone,Dairy,60.0,254.0,29.0,15.0,8.0,14.0,1.0,19.0,36.0,20.0,18.0,28.0,0.0,0.0,0.0,128.0,75.0,204.0,3.0,27.0,23.0,115.0,0.0,410.0,117.0,9.0,35.0,21.0,11.0,36.0,5.0,0.0,56.0,12.0,,2.0,3.0,6.0,2.0,9.0,2.0,4.0,,21.0,2.0,1.0,4.0,1.0,11.0,5.0,,,,,,,,Dairy
Coconut milk,Dairy,16.0,230.0,55.0,0.0,27.0,24.0,22.0,16.0,16.0,37.0,1.0,33.0,0.0,0.0,0.0,100.0,26.0,263.0,23.0,21.0,62.0,15.0,,0.0,0.0,3.0,0.0,0.0,76.0,18.0,3.0,28.0,67.0,85.0,,5.0,9.0,17.0,1.0,92.0,4.0,12.0,,33.0,8.0,3.0,14.0,0.0,15.0,1.0,,,,,,,,Dairy
Mozzarella,Dairy,731.0,280.0,31.0,54.0,3.0,17.0,0.0,9.0,25.0,26.0,48.0,31.0,0.0,0.0,0.0,524.0,51.0,95.0,28.0,11.0,16.0,16.0,,517.0,137.0,2.0,92.0,34.0,12.0,,8.0,0.0,31.0,18.0,,,,,,,,,,12.0,,,,3.0,15.0,18.0,,,,,,,,Dairy
Shiitake,Mushrooms,2.0,34.0,68.0,,14.0,49.0,25.0,13.0,41.0,20.0,,43.0,,,,112.0,,304.0,22.0,,57.0,9.0,0.0,,,2.0,,22.0,39.0,15.0,29.0,,1.0,,0.0,6.0,11.0,19.0,13.0,23.0,3.0,11.0,,24.0,13.0,1.0,15.0,4.0,,,,,,,,,,Vegetables
Chanterelle,Mushrooms,15.0,38.0,69.0,,35.0,53.0,38.0,2.0,35.0,13.0,,31.0,,,,57.0,,506.0,15.0,,22.0,9.0,0.0,,,2.0,,22.0,41.0,11.0,4.0,,71.0,,0.0,,,,,29.0,,,,12.0,,,,53.0,,,,,,,,,,Vegetables
True morels,Mushrooms,43.0,31.0,51.0,,63.0,57.0,28.0,9.0,12.0,19.0,5.0,23.0,0.0,0.0,0.0,194.0,43.0,411.0,31.0,7.0,22.0,21.0,0.0,0.0,0.0,7.0,,21.0,23.0,44.0,14.0,,2.0,,0.0,,,,,59.0,,,,6.0,,,,51.0,,,0.0,0.0,0.0,0.0,0.0,22.0,,Vegetables
Portobello,Mushrooms,3.0,29.0,44.0,0.0,39.0,58.0,22.0,19.0,4.0,13.0,1.0,22.0,0.0,0.0,0.0,135.0,23.0,437.0,33.0,6.0,22.0,11.0,0.0,0.0,0.0,7.0,0.0,4.0,63.0,13.0,12.0,0.0,65.0,33.0,0.0,7.0,9.0,15.0,11.0,7.0,4.0,1.0,43.0,23.0,13.0,5.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,Vegetables
Edible mushroom,Mushrooms,3.0,22.0,33.0,0.0,32.0,34.0,1.0,17.0,5.0,9.0,0.0,23.0,0.0,0.0,0.0,86.0,16.0,318.0,31.0,5.0,93.0,5.0,0.0,0.0,0.0,8.0,4.0,4.0,36.0,15.0,1.0,21.0,52.0,17.0,17.0,6.0,8.0,12.0,11.0,5.0,3.0,9.0,0.0,2.0,11.0,4.0,23.0,2.0,1.0,0.0,,0.0,,,,,,Vegetables
Enoki mushrooms,Mushrooms,0.0,37.0,78.0,0.0,11.0,29.0,27.0,48.0,12.0,16.0,0.0,51.0,0.0,0.0,0.0,105.0,9.0,359.0,27.0,2.0,22.0,3.0,0.0,,,23.0,0.0,2.0,7.0,14.0,1.0,0.0,65.0,48.0,0.0,7.0,9.0,13.0,13.0,8.0,3.0,15.0,0.0,22.0,11.0,4.0,23.0,1.0,1.0,0.0,,0.0,,,,,,Vegetables
Truffle,Mushrooms,159.0,284.0,73.0,0.0,18.0,73.0,70.0,38.0,59.0,83.0,,29.0,,,,184.0,,754.0,93.0,,43.0,35.0,0.0,0.0,0.0,2.0,0.0,84.0,63.0,48.0,11.0,0.0,13.0,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Maitake mushrooms,Mushrooms,1.0,31.0,7.0,0.0,25.0,19.0,27.0,21.0,3.0,10.0,3.0,43.0,0.0,0.0,0.0,74.0,9.0,204.0,19.0,3.0,22.0,1.0,0.0,0.0,0.0,15.0,0.0,24.0,66.0,27.0,6.0,0.0,75.0,51.0,0.0,5.0,6.0,8.0,9.0,6.0,2.0,6.0,0.0,21.0,1.0,4.0,1.0,28.0,1.0,0.0,,0.0,,,,,,Vegetables
Porridge,Grains,87.0,50.0,11.0,0.0,4.0,21.0,5.0,12.0,37.0,5.0,3.0,10.0,0.0,0.0,0.0,15.0,11.0,16.0,14.0,3.0,28.0,6.0,,0.0,0.0,6.0,0.0,3.0,52.0,7.0,1.0,0.0,13.0,,,3.0,6.0,11.0,4.0,0.0,3.0,8.0,,3.0,5.0,2.0,7.0,0.0,2.0,1.0,,,,,,,,Grains
Oatmeal,Grains,80.0,68.0,12.0,0.0,7.0,14.0,17.0,44.0,6.0,26.0,39.0,10.0,0.0,0.0,0.0,77.0,43.0,61.0,24.0,23.0,5.0,49.0,0.0,433.0,130.0,26.0,0.0,22.0,3.0,32.0,29.0,0.0,62.0,47.0,0.0,6.0,11.0,2.0,14.0,56.0,4.0,13.0,10.0,46.0,8.0,4.0,15.0,0.0,7.0,4.0,,,,,,,,Grains
Cereal,Grains,10.0,378.0,87.0,,14.0,11.0,14.0,,34.0,19.0,2.0,85.0,0.0,0.0,0.0,77.0,35.0,105.0,61.0,26.0,63.0,795.0,,2792.0,814.0,63.0,,39.0,30.0,23.0,6.0,39.0,76.0,,26.0,16.0,26.0,77.0,11.0,79.0,13.0,37.0,,10.0,24.0,7.0,34.0,,8.0,0.0,,0.0,,,,,,Grains
Seed,Grains,631.0,486.0,42.0,0.0,92.0,31.0,34.0,49.0,77.0,335.0,23.0,77.0,,,,860.0,24.0,407.0,17.0,33.0,55.0,16.0,14.0,54.0,,62.0,0.0,17.0,88.0,,,16.0,46.0,,,53.0,8.0,14.0,97.0,27.0,59.0,1.0,,,71.0,44.0,95.0,,5.0,,18.0,,,,,58.0,,Grains
Sesame,Grains,975.0,573.0,23.0,0.0,41.0,50.0,12.0,97.0,15.0,351.0,19.0,12.0,0.0,0.0,0.0,629.0,22.0,468.0,18.0,7.0,34.0,11.0,,9.0,0.0,79.0,0.0,25.0,45.0,5.0,79.0,0.0,78.0,26.0,,52.0,76.0,14.0,57.0,25.0,59.0,94.0,,3.0,74.0,39.0,99.0,0.0,25.0,0.0,,,,,,,,Grains
Sunflower seed,Grains,78.0,584.0,20.0,0.0,18.0,51.0,86.0,227.0,53.0,325.0,19.0,11.0,0.0,0.0,1.0,660.0,23.0,645.0,21.0,45.0,53.0,9.0,,50.0,3.0,15.0,0.0,36.0,83.0,11.0,13.0,14.0,5.0,55.0,,63.0,11.0,17.0,94.0,2.0,49.0,12.0,,26.0,93.0,35.0,13.0,0.0,35.0,0.0,,0.0,,,,,,Grains
Pumpkin seed,Grains,55.0,446.0,54.0,0.0,69.0,19.0,18.0,9.0,33.0,262.0,6.0,35.0,,,,92.0,88.0,919.0,19.0,37.0,,18.0,,62.0,3.0,3.0,0.0,5.0,29.0,6.0,4.0,3.0,10.0,,,52.0,96.0,16.0,14.0,5.0,42.0,92.0,,,68.0,33.0,15.0,0.0,,,,,,,,,,Grains
Flax seeds,Grains,255.0,534.0,29.0,0.0,12.0,42.0,27.0,87.0,57.0,392.0,75.0,16.0,0.0,0.0,0.0,642.0,29.0,813.0,18.0,37.0,25.0,30.0,,0.0,0.0,16.0,0.0,16.0,31.0,99.0,47.0,6.0,43.0,79.0,0.0,47.0,9.0,12.0,86.0,25.0,37.0,96.0,,16.0,77.0,3.0,11.0,0.0,31.0,43.0,,1.0,,,,,,Grains
Adzuki bean,Grains,28.0,128.0,25.0,0.0,3.0,1.0,73.0,121.0,2.0,52.0,1.0,17.0,,,,168.0,2.0,532.0,75.0,4.0,12.0,8.0,0.0,6.0,0.0,12.0,0.0,6.0,72.0,43.0,1.0,0.0,18.0,,,2.0,3.0,63.0,57.0,57.0,8.0,4.0,,,26.0,7.0,39.0,0.0,,,,,,,,,,Grains
Baked beans,Grains,61.0,155.0,22.0,5.0,16.0,52.0,55.0,48.0,2.0,43.0,21.0,16.0,,,,109.0,74.0,358.0,55.0,19.0,57.0,422.0,0.0,0.0,0.0,14.0,0.0,5.0,41.0,16.0,9.0,11.0,73.0,,,15.0,24.0,43.0,38.0,26.0,9.0,29.0,,,23.0,7.0,28.0,0.0,,,,,,,,,,Grains
Black turtle bean,Grains,55.0,130.0,24.0,0.0,27.0,35.0,83.0,86.0,29.0,49.0,3.0,16.0,0.0,0.0,0.0,152.0,15.0,433.0,82.0,9.0,12.0,3.0,0.0,6.0,0.0,23.0,0.0,6.0,53.0,26.0,8.0,0.0,76.0,33.0,,23.0,36.0,65.0,56.0,33.0,12.0,44.0,,32.0,34.0,1.0,43.0,0.0,87.0,33.0,,,,,,,,Grains
